Date,Callsign,Grid,Freq (MHz),Lat,Lon
2024-05-10,W2NAF,FN21ei,15.0,41.33333206176758,-75.66666412353516
Hour (UTC),Doppler (Hz),Spread (mHz),Level (dB)
10.3,0.7991799712181091,286.0,85.37
10.31667,0.9034299850463867,200.0,85.25
10.33333,0.9604799747467041,110.0,81.34
10.35,0.9750499725341797,270.0,85.36
10.36667,1.003640055656433,366.0,87.84
10.38333,1.002060055732727,144.0,85.34
10.4,0.968209981918335,104.0,84.16
10.41667,0.9405199885368347,219.0,85.3
10.43333,0.9226499795913696,213.0,85.31
10.45,0.9015300273895264,97.0,83.02
10.46667,0.8579800128936768,140.0,85.29
10.48333,0.8389000296592712,76.0,84.0
10.5,0.787090003490448,151.0,83.45
10.51667,0.8052200078964233,194.0,84.85
10.53333,0.8741099834442139,197.0,82.12
10.55,0.8851600289344788,219.0,82.21
10.56667,0.7697700262069702,217.0,81.98
10.58333,0.7535600066184998,188.0,85.6
10.6,0.9098700284957886,152.0,82.53
10.61667,0.8917400240898132,114.0,84.56
10.63333,0.9244199991226196,175.0,79.6
10.65,0.8111100196838379,97.0,79.14
10.66667,0.8065299987792969,93.0,81.56
10.68333,0.8598700165748596,135.0,79.11
10.7,0.9240300059318542,176.0,81.0
10.71667,0.7641900181770325,81.0,80.0
10.73333,0.7826799750328064,192.0,75.9
10.75,0.7937700152397156,81.0,81.87
10.76667,0.7884100079536438,310.0,86.2
10.78333,0.855430006980896,77.0,79.94
10.8,0.8461400270462036,155.0,79.48
10.81667,0.9409400224685669,121.0,77.98
10.83333,1.0229899883270264,148.0,81.6
10.85,0.9272599816322327,289.0,84.59
10.86667,1.1456899642944336,236.0,83.21
10.88333,1.1183500289916992,390.0,73.96
10.9,1.073930025100708,401.0,73.77
10.91667,0.9396700263023376,439.0,76.65
10.93333,1.1676599979400635,402.0,74.51
10.95,0.8438400030136108,435.0,70.99
10.96667,0.8287799954414368,453.0,73.99
10.98333,0.5853700041770935,350.0,73.37
11.0,0.5574700236320496,327.0,76.07
11.01667,0.4934299886226654,291.0,82.95
11.03333,0.50586998462677,247.0,77.73
11.05,0.5113199949264526,175.0,74.19
11.06667,0.6139600276947021,254.0,70.61
11.08333,0.9469699859619141,288.0,73.23
11.1,0.5173400044441223,241.0,74.03
11.11667,0.4693700075149536,274.0,76.96
11.13333,0.5618799924850464,316.0,72.17
11.15,0.5335299968719482,339.0,74.09
11.16667,0.40740999579429626,324.0,73.78
11.18333,0.2856000065803528,120.0,83.45
11.2,0.2888700067996979,160.0,81.32
11.21667,0.28025999665260315,105.0,81.28
11.23333,0.30094000697135925,140.0,86.79
11.25,0.3474999964237213,150.0,86.46
11.26667,0.39496999979019165,241.0,84.66
11.28333,0.6322600245475769,298.0,76.12
11.3,0.4764600098133087,213.0,80.4
11.31667,0.6932399868965149,349.0,74.76
11.33333,0.45368000864982605,284.0,78.86
11.35,0.41032999753952026,306.0,79.2
11.36667,0.8502600193023682,346.0,75.26
11.38333,0.6694499850273132,368.0,78.7
11.4,0.46557000279426575,368.0,77.23
11.41667,0.476610004901886,313.0,79.41
11.43333,0.4923500120639801,270.0,76.0
11.45,0.6059499979019165,281.0,74.16
11.46667,0.5604900121688843,299.0,77.42
11.48333,0.653439998626709,369.0,74.57
11.5,0.6820300221443176,376.0,72.81
11.51667,0.3942300081253052,101.0,78.7
11.53333,0.35637998580932617,124.0,76.89
11.55,0.5237399935722351,119.0,75.59
11.56667,0.4422000050544739,121.0,79.27
11.58333,0.37836000323295593,122.0,80.97
11.6,0.3413900136947632,95.0,81.17
11.61667,0.32447999715805054,102.0,77.22
11.63333,0.3568100035190582,146.0,75.82
11.65,0.32416000962257385,101.0,81.59
11.66667,0.3351300060749054,39.0,79.29
11.68333,0.45208001136779785,224.0,79.27
11.7,0.3952000141143799,144.0,81.26
11.71667,0.44058001041412354,216.0,78.86
11.73333,0.420879989862442,146.0,76.77
11.75,0.4246399998664856,197.0,78.71
11.76667,0.31172001361846924,132.0,75.94
11.78333,0.3763999938964844,258.0,77.26
11.8,0.30173999071121216,151.0,78.0
11.81667,0.3453499972820282,143.0,74.15
11.83333,0.37244001030921936,164.0,75.66
11.85,0.40354999899864197,195.0,69.14
11.86667,0.3116700053215027,159.0,71.38
11.88333,0.25951001048088074,144.0,72.88
11.9,0.2957000136375427,126.0,73.19
11.91667,0.33491000533103943,222.0,68.61
11.93333,0.2583400011062622,163.0,74.33
11.95,0.3553299903869629,197.0,71.03
11.96667,0.2498299926519394,108.0,80.88
11.98333,0.4133799970149994,245.0,75.59
12.0,0.40178999304771423,222.0,76.69
12.01667,0.33256998658180237,112.0,82.03
12.03333,0.34602999687194824,116.0,81.28
12.05,0.44558000564575195,224.0,73.62
12.06667,0.43726998567581177,251.0,73.56
12.08333,0.41280999779701233,280.0,74.31
12.1,0.33965998888015747,263.0,76.19
12.11667,0.29649001359939575,186.0,76.52
12.13333,0.3239000141620636,308.0,72.62
12.15,0.2465600073337555,206.0,74.86
12.16667,0.22750000655651093,239.0,71.2
12.18333,0.26521000266075134,78.0,79.5
12.2,0.25091999769210815,160.0,82.57
12.21667,0.3156299889087677,133.0,79.89
12.23333,0.3844499886035919,120.0,80.51
12.25,0.5231299996376038,255.0,72.3
12.26667,0.4075399935245514,201.0,73.68
12.28333,0.6463500261306763,224.0,74.43
12.3,0.6096299886703491,267.0,73.35
12.31667,0.4954800009727478,268.0,72.64
12.33333,0.2875500023365021,199.0,75.08
12.35,0.24075999855995178,170.0,75.96
12.36667,0.2649799883365631,210.0,75.34
12.38333,0.2779099941253662,279.0,79.27
12.4,0.3266400098800659,278.0,74.05
12.41667,0.49757999181747437,226.0,70.33
12.43333,0.5308700203895569,204.0,71.92
12.45,0.42945000529289246,236.0,72.86
12.46667,0.4249100089073181,262.0,71.58
12.48333,0.38506001234054565,289.0,72.59
12.5,0.21121999621391296,191.0,75.5
12.51667,0.22665999829769135,232.0,75.72
12.53333,0.5538300275802612,246.0,68.32
12.55,0.5773100256919861,201.0,69.88
12.56667,0.4629800021648407,246.0,71.08
12.58333,0.607479989528656,245.0,69.26
12.6,0.5921599864959717,230.0,71.69
12.61667,0.4505000114440918,229.0,70.09
12.63333,0.25957000255584717,204.0,74.28
12.65,0.21855999529361725,146.0,76.07
12.66667,0.34014999866485596,157.0,73.75
12.68333,0.23205000162124634,125.0,74.45
12.7,0.2478799968957901,116.0,73.07
12.71667,0.17238999903202057,140.0,72.0
12.73333,0.18698999285697937,129.0,71.01
12.75,0.18104000389575958,113.0,71.57
12.76667,0.25898998975753784,98.0,76.83
12.78333,0.1402900069952011,93.0,73.27
12.8,0.14053000509738922,108.0,76.95
12.81667,0.14896999299526215,65.0,73.34
12.83333,0.16944000124931335,129.0,74.32
12.85,0.23577000200748444,61.0,76.13
12.86667,0.1590700000524521,99.0,78.93
12.88333,0.20972999930381775,115.0,74.3
12.9,0.21604999899864197,103.0,73.95
12.91667,0.19871999323368073,120.0,69.81
12.93333,0.14138999581336975,137.0,68.56
12.95,0.13158999383449554,127.0,70.76
12.96667,0.17418000102043152,66.0,75.84
12.98333,0.12263999879360199,110.0,73.71
13.0,0.10034999996423721,122.0,68.65
13.01667,0.134660005569458,160.0,65.52
13.03333,0.10939999669790268,167.0,69.04
13.05,0.1062299981713295,158.0,68.09
13.06667,0.11829999834299088,157.0,65.27
13.08333,0.1401599943637848,118.0,70.88
13.1,0.14810000360012054,101.0,72.64
13.11667,0.07373999804258347,136.0,69.79
13.13333,0.20069999992847443,202.0,69.94
13.15,0.08209999650716782,198.0,70.74
13.16667,0.0731699988245964,155.0,70.35
13.18333,0.16328999400138855,151.0,69.16
13.2,0.1975499987602234,127.0,70.58
13.21667,0.07989999651908875,228.0,65.91
13.23333,-0.03017999976873398,214.0,63.72
13.25,-0.09193000197410583,255.0,60.46
13.26667,0.039250001311302185,268.0,66.84
13.28333,0.028869999572634697,274.0,67.06
13.3,0.01703999936580658,175.0,65.17
13.31667,0.07626999914646149,189.0,70.39
13.33333,0.07199999690055847,143.0,71.38
13.35,0.08287999778985977,213.0,66.7
13.36667,0.06339000165462494,227.0,62.42
13.38333,0.098580002784729,318.0,61.18
13.4,0.10752999782562256,330.0,64.24
13.41667,0.10249000042676926,326.0,59.11
13.43333,0.13116000592708588,273.0,64.92
13.45,0.16798999905586243,316.0,63.3
13.46667,0.20825999975204468,370.0,67.34
13.48333,0.1373099982738495,337.0,63.9
13.5,0.14869999885559082,330.0,64.4
13.51667,0.2825999855995178,440.0,62.57
13.53333,0.2791599929332733,431.0,61.57
13.55,0.2609899938106537,399.0,59.33
13.56667,0.28380000591278076,401.0,60.52
13.58333,0.35969001054763794,385.0,59.82
13.6,0.2776300013065338,421.0,57.26
13.61667,0.24818000197410583,376.0,61.06
13.63333,0.1795399934053421,299.0,62.04
13.65,0.3615399897098541,359.0,59.3
13.66667,0.17090000212192535,279.0,64.84
13.68333,0.25286999344825745,348.0,62.29
13.7,0.20893000066280365,284.0,64.37
13.71667,0.14222000539302826,268.0,63.21
13.73333,0.23619000613689423,410.0,62.39
13.75,0.25060001015663147,430.0,62.42
13.76667,0.23984000086784363,417.0,66.35
13.78333,0.26262998580932617,492.0,65.71
13.8,0.5008900165557861,653.0,66.46
13.81667,0.31817999482154846,548.0,66.7
13.83333,0.878059983253479,648.0,61.48
13.85,0.6665599942207336,548.0,68.61
13.86667,0.6434400081634521,536.0,71.85
13.88333,0.6657099723815918,348.0,71.28
13.9,0.7396699786186218,276.0,71.53
13.91667,0.6387900114059448,215.0,75.44
13.93333,0.5934699773788452,295.0,68.86
13.95,0.5468000173568726,316.0,70.57
13.96667,0.4720599949359894,272.0,71.85
13.98333,0.6117299795150757,329.0,71.76
14.0,0.7085199952125549,282.0,76.18
14.01667,0.923259973526001,335.0,74.73
14.03333,1.3122600317001343,369.0,74.51
14.05,1.9277700185775757,564.0,69.47
14.06667,1.1909300088882446,363.0,68.08
14.08333,0.8313500285148621,342.0,63.79
14.1,0.731689989566803,242.0,63.08
14.11667,0.7094100117683411,191.0,63.28
14.13333,0.7160000205039978,261.0,56.61
14.15,0.585919976234436,265.0,56.29
14.16667,0.5344899892807007,268.0,57.88
14.18333,0.5326300263404846,241.0,59.06
14.2,0.47775998711586,226.0,60.89
14.21667,0.5207099914550781,172.0,63.65
14.23333,0.5645099878311157,135.0,67.69
14.25,0.3428100049495697,154.0,68.83
14.26667,0.3473599851131439,87.0,69.32
14.28333,0.3022499978542328,127.0,71.85
14.3,0.2335200011730194,207.0,67.22
14.31667,0.18442000448703766,259.0,63.74
14.33333,0.2013700008392334,233.0,66.01
14.35,0.146029993891716,222.0,67.75
14.36667,0.10318999737501144,157.0,72.57
14.38333,0.1575399935245514,112.0,74.33
14.4,0.18860000371932983,81.0,77.54
14.41667,0.17534999549388885,116.0,73.99
14.43333,0.2389100044965744,136.0,70.54
14.45,0.24026000499725342,190.0,68.02
14.46667,0.19469000399112701,181.0,68.99
14.48333,0.20809000730514526,181.0,69.51
14.5,0.17521999776363373,237.0,69.3
14.51667,0.003000000026077032,120.0,72.13
14.53333,0.01396000012755394,52.0,78.45
14.55,0.10503000020980835,179.0,74.78
14.56667,0.18830999732017517,49.0,74.75
14.58333,0.21292999386787415,193.0,76.32
14.6,0.20002999901771545,168.0,73.4
14.61667,0.17303000390529633,208.0,73.32
14.63333,0.2614699900150299,152.0,72.25
14.65,0.08925999701023102,230.0,67.35
14.66667,0.001069999998435378,208.0,68.16
14.68333,0.07428000122308731,235.0,74.27
14.7,0.0628800019621849,283.0,64.59
14.71667,-0.029360000044107437,304.0,68.31
14.73333,0.001069999998435378,375.0,65.8
14.75,0.019509999081492424,296.0,73.9
14.76667,-0.11219999939203262,279.0,70.35
14.78333,-0.05942000076174736,440.0,70.98
14.8,-0.18900999426841736,330.0,72.49
14.81667,-0.3042899966239929,220.0,71.09
14.83333,-0.3333500027656555,181.0,71.91
14.85,-0.2122800052165985,336.0,69.01
14.86667,-0.17791999876499176,351.0,65.51
14.88333,-0.022579999640583992,263.0,71.23
14.9,-0.04267999902367592,428.0,68.31
14.91667,-0.053449999541044235,408.0,63.5
14.93333,-0.05768999829888344,395.0,57.0
14.95,-0.041829999536275864,388.0,66.61
14.96667,-0.013150000013411045,164.0,69.63
14.98333,-0.0852700024843216,308.0,58.25
15.0,-0.056379999965429306,319.0,57.35
15.01667,-0.02672000043094158,179.0,63.07
15.03333,0.0003000000142492354,166.0,65.06
15.05,-0.0007699999841861427,280.0,50.69
15.06667,0.036890000104904175,336.0,57.92
15.08333,0.047290001064538956,402.0,61.02
15.1,0.08755999803543091,427.0,57.41
15.11667,0.040130000561475754,305.0,63.42
15.13333,0.02450999990105629,164.0,67.18
15.15,0.03678999841213226,225.0,59.85
15.16667,0.08679000288248062,433.0,22.9
15.18333,0.15216000378131866,526.0,60.06
15.2,0.16565999388694763,585.0,50.29
15.21667,0.3287999927997589,443.0,62.09
15.23333,0.4119899868965149,429.0,59.26
15.25,0.45673999190330505,502.0,63.25
15.26667,0.6287800073623657,344.0,65.56
15.28333,0.3758000135421753,404.0,68.92
15.3,0.23736999928951263,420.0,67.3
15.31667,0.17499999701976776,277.0,67.86
15.33333,0.2879500091075897,75.0,77.37
15.35,0.26256000995635986,267.0,73.14
15.36667,0.18517999351024628,229.0,71.25
15.38333,0.30913999676704407,221.0,72.49
15.4,0.21550999581813812,114.0,74.94
15.41667,0.2219099998474121,174.0,74.01
15.43333,0.3754499852657318,173.0,75.4
15.45,0.5036399960517883,200.0,74.28
15.46667,0.6570199728012085,221.0,72.03
15.48333,0.606939971446991,235.0,71.16
15.5,0.5010300278663635,219.0,70.42
15.51667,0.3714100122451782,198.0,71.79
15.53333,0.1493699997663498,216.0,74.87
15.55,0.01964000053703785,133.0,67.61
15.56667,0.08629000186920166,203.0,69.38
15.58333,0.09503000229597092,188.0,71.22
15.6,0.15523000061511993,267.0,68.3
15.61667,0.08501999825239182,169.0,69.95
15.63333,0.005859999917447567,191.0,71.22
15.65,0.0813400000333786,185.0,69.96
15.66667,0.0635799989104271,256.0,66.61
15.68333,0.05818000063300133,259.0,66.01
15.7,0.00925000011920929,346.0,66.75
15.71667,-0.120619997382164,533.0,68.21
15.73333,-0.33285000920295715,388.0,72.08
15.75,-0.19968999922275543,464.0,74.73
15.76667,0.07625000178813934,525.0,72.65
15.78333,-0.03254000097513199,551.0,65.74
15.8,0.012389999814331532,382.0,67.08
15.81667,0.029899999499320984,274.0,64.17
15.83333,0.06864000111818314,216.0,68.8
15.85,0.15650999546051025,221.0,67.36
15.86667,0.12020999938249588,229.0,68.14
15.88333,0.11867000162601471,231.0,62.89
15.9,0.11262000352144241,252.0,61.71
15.91667,0.1592700034379959,232.0,66.7
15.93333,0.0894400030374527,202.0,64.67
15.95,-0.0034799999557435513,239.0,64.16
15.96667,-0.028589999303221703,175.0,63.79
15.98333,0.026359999552369118,11.0,71.37
16.0,0.11106999963521957,133.0,76.54
16.01667,0.2990800142288208,124.0,73.65
16.03333,0.31567999720573425,133.0,72.53
16.05,0.2789599895477295,138.0,74.52
16.06667,0.1801300048828125,141.0,72.29
16.08333,0.20520000159740448,123.0,72.91
16.1,0.2034199982881546,130.0,74.84
16.11667,0.2731199860572815,213.0,68.58
16.13333,0.14293000102043152,254.0,69.79
16.15,0.1848600059747696,265.0,71.41
16.16667,0.26014000177383423,270.0,70.77
16.18333,0.1669600009918213,244.0,75.83
16.2,0.16110000014305115,213.0,77.39
16.21667,0.2420399934053421,169.0,75.03
16.23333,0.3639500141143799,154.0,72.55
16.25,0.49105000495910645,162.0,72.85
16.26667,0.4966300129890442,165.0,72.38
16.28333,0.5989000201225281,168.0,71.33
16.3,0.5940600037574768,206.0,70.51
16.31667,0.5407299995422363,201.0,67.48
16.33333,0.4925599992275238,127.0,68.97
16.35,0.39372000098228455,179.0,67.66
16.36667,0.2603699862957001,155.0,66.08
16.38333,0.19944000244140625,178.0,67.7
16.4,0.20556999742984772,106.0,69.07
16.41667,0.19146999716758728,101.0,71.79
16.43333,0.2113499939441681,140.0,74.22
16.45,0.10546000301837921,119.0,71.54
16.46667,0.2611500024795532,168.0,73.26
16.48333,0.18422000110149384,222.0,69.69
16.5,0.28317999839782715,237.0,71.45
16.51667,0.0619099996984005,298.0,70.85
16.53333,0.016820000484585762,283.0,67.28
16.55,-0.1125200018286705,259.0,64.71
16.56667,-0.22168999910354614,277.0,66.49
16.58333,-0.33483999967575073,309.0,69.34
16.6,-0.2894600033760071,271.0,68.92
16.61667,-0.4645799994468689,333.0,66.48
16.63333,-0.38343000411987305,286.0,66.3
16.65,-0.3995499908924103,310.0,67.75
16.66667,-0.3415600061416626,306.0,67.06
16.68333,-0.5809299945831299,344.0,63.04
16.7,-0.5720599889755249,379.0,63.85
16.71667,-0.7162799835205078,357.0,62.42
16.73333,-0.7415400147438049,321.0,63.58
16.75,-0.7611799836158752,249.0,66.68
16.76667,-0.6683300137519836,206.0,68.13
16.78333,-0.6538900136947632,154.0,68.48
16.8,-0.5208200216293335,184.0,66.78
16.81667,-0.34112998843193054,139.0,66.75
16.83333,-0.2631399929523468,162.0,67.21
16.85,-0.20589999854564667,98.0,62.79
16.86667,-0.16944000124931335,150.0,66.39
16.88333,-0.21693000197410583,126.0,67.77
16.9,-0.2855199873447418,142.0,62.62
16.91667,-0.3662700057029724,70.0,71.06
16.93333,-0.2124200016260147,112.0,73.91
16.95,-0.12851999700069427,65.0,74.9
16.96667,-0.04878000169992447,91.0,69.93
16.98333,0.020740000531077385,180.0,59.99
17.0,0.04442000016570091,183.0,59.8
17.01667,0.0064500002190470695,183.0,69.35
17.03333,0.0794299989938736,174.0,68.23
17.05,-0.016759999096393585,150.0,76.1
17.06667,0.06232000142335892,199.0,68.87
17.08333,0.8668400049209595,856.0,69.7
17.1,-0.8794500231742859,1082.0,69.11
17.11667,-1.8503600358963013,660.0,69.21
17.13333,-1.3402199745178223,481.0,70.18
17.15,-0.5419800281524658,333.0,69.32
17.16667,-0.6335399746894836,370.0,71.37
17.18333,-0.25321000814437866,421.0,67.22
17.2,-0.2566699981689453,447.0,71.1
17.21667,-0.23976999521255493,396.0,71.69
17.23333,0.6472300291061401,389.0,73.63
17.25,-0.3956100046634674,617.0,73.99
17.26667,0.45096999406814575,333.0,71.75
17.28333,0.3162499964237213,361.0,69.6
17.3,0.21890999376773834,323.0,66.52
17.31667,-0.018149999901652336,262.0,68.14
17.33333,-0.36364999413490295,294.0,68.15
17.35,-0.8675299882888794,340.0,68.22
17.36667,-1.1649399995803833,375.0,67.26
17.38333,-0.8862000107765198,278.0,67.17
17.4,-0.5742599964141846,234.0,65.64
17.41667,-0.5443900227546692,229.0,67.26
17.43333,-0.5873399972915649,260.0,65.89
17.45,-0.49393001198768616,349.0,61.91
17.46667,-0.603950023651123,307.0,63.13
17.48333,-0.5082899928092957,279.0,66.12
17.5,-0.26420000195503235,188.0,67.59
17.51667,-0.04230999946594238,187.0,67.67
17.53333,0.04024000093340874,160.0,67.14
17.55,-0.016209999099373817,245.0,65.88
17.56667,-0.40272000432014465,190.0,67.27
17.58333,-0.5275499820709229,262.0,65.52
17.6,-0.43542999029159546,211.0,66.85
17.61667,-0.7678899765014648,336.0,67.89
17.63333,-1.0170899629592896,284.0,67.18
17.65,-1.1124500036239624,285.0,65.94
17.66667,-0.1951500028371811,399.0,63.12
17.68333,0.43136000633239746,285.0,68.64
17.7,1.1399400234222412,448.0,66.12
17.71667,1.238219976425171,592.0,64.09
17.73333,1.1518399715423584,355.0,63.88
17.75,0.7737699747085571,593.0,62.75
17.76667,1.4503599405288696,534.0,64.44
17.78333,1.286810040473938,360.0,65.98
17.8,1.5751999616622925,327.0,66.73
17.81667,0.8281599879264832,456.0,65.12
17.83333,0.8085100054740906,252.0,67.28
17.85,0.3200500011444092,296.0,66.78
17.86667,-0.24744999408721924,308.0,63.02
17.88333,-0.386570006608963,355.0,71.93
17.9,0.2281399965286255,227.0,70.06
17.91667,0.758840024471283,455.0,65.59
17.93333,0.32811999320983887,208.0,66.29
17.95,0.3874799907207489,335.0,64.89
17.96667,0.5608299970626831,314.0,65.03
17.98333,0.3234800100326538,202.0,66.13
18.0,0.13620999455451965,295.0,65.7
18.01667,-0.2618800103664398,196.0,68.65
18.03333,-0.37233999371528625,376.0,66.68
18.05,-0.6831200122833252,332.0,66.57
18.06667,-0.9633299708366394,339.0,66.9
18.08333,-0.8888800144195557,370.0,68.26
18.1,-0.9407299757003784,370.0,69.87
18.11667,-1.1920900344848633,373.0,70.02
18.13333,-1.1576100587844849,491.0,66.91
18.15,-1.2263100147247314,667.0,66.84
18.16667,-1.9820899963378906,1011.0,67.73
18.18333,-2.7393898963928223,864.0,68.29
18.2,-3.204240083694458,598.0,71.25
18.21667,-3.0478100776672363,765.0,65.79
18.23333,-3.983330011367798,1013.0,61.54
18.25,-2.3945701122283936,2078.0,60.27
18.26667,-0.5832599997520447,1100.0,58.11
18.28333,-0.8611199855804443,1179.0,55.48
18.3,-1.0200599431991577,1266.0,46.64
18.31667,-0.4684099853038788,1092.0,51.0
18.33333,-0.2563199996948242,780.0,53.45
18.35,-0.28696000576019287,979.0,50.99
18.36667,-0.12066999822854996,737.0,54.1
18.38333,-0.04360000044107437,582.0,46.06
18.4,-0.1422400027513504,770.0,47.73
18.41667,-0.11698000133037567,665.0,33.78
18.43333,-0.192890003323555,598.0,48.5
18.45,-1.5791900157928467,195.0,75.77
18.46667,-1.812940001487732,402.0,74.29
18.48333,-2.0810999870300293,267.0,73.34
18.5,-2.397209882736206,323.0,70.81
18.51667,-2.142810106277466,393.0,68.36
18.53333,-2.730760097503662,1126.0,71.45
18.55,-2.712589979171753,880.0,72.21
18.56667,-2.3458499908447266,399.0,74.98
18.58333,-2.280280113220215,257.0,75.46
18.6,-2.372080087661743,175.0,76.62
18.61667,-2.520020008087158,131.0,80.37
18.63333,-2.7136900424957275,231.0,79.93
18.65,-2.8519198894500732,366.0,76.3
18.66667,-2.6974499225616455,323.0,75.86
18.68333,-2.442349910736084,334.0,77.51
18.7,-2.0889201164245605,336.0,75.59
18.71667,-1.8632500171661377,362.0,73.51
18.73333,-1.5013099908828735,182.0,72.11
18.75,-1.2143000364303589,223.0,72.89
18.76667,-1.0228899717330933,232.0,72.39
18.78333,-0.6568599939346313,155.0,73.38
18.8,-0.5585799813270569,258.0,76.41
18.81667,-0.20297999680042267,226.0,77.18
18.83333,-0.6194599866867065,233.0,72.78
18.85,-0.8426600098609924,256.0,75.19
18.86667,-1.1374900341033936,200.0,73.14
18.88333,-1.106029987335205,189.0,73.96
18.9,-1.063420057296753,187.0,73.17
18.91667,-1.0402699708938599,247.0,73.5
18.93333,-1.0495200157165527,313.0,76.78
18.95,-0.49876999855041504,415.0,76.33
18.96667,1.1859500408172607,485.0,73.24
18.98333,1.2009999752044678,264.0,74.45
19.0,0.9026100039482117,388.0,75.07
19.01667,0.03700000047683716,235.0,72.26
19.03333,-0.35082998871803284,297.0,72.69
19.05,-0.6124600172042847,175.0,75.67
19.06667,-0.37591999769210815,185.0,74.98
19.08333,-0.7176600098609924,293.0,75.38
19.1,-1.4105700254440308,425.0,73.34
19.11667,-1.8617500066757202,329.0,75.5
19.13333,-2.1781599521636963,250.0,75.93
19.15,-2.5683701038360596,194.0,78.14
19.16667,-2.517009973526001,98.0,82.2
19.18333,-2.429229974746704,195.0,84.09
19.2,-1.815690040588379,297.0,76.97
19.21667,-0.5959100127220154,279.0,82.37
19.23333,0.09136000275611877,485.0,83.3
19.25,1.5035200119018555,541.0,79.92
19.26667,2.681960105895996,884.0,78.69
19.28333,3.5164101123809814,854.0,76.14
19.3,3.462209939956665,553.0,75.6
19.31667,2.9427900314331055,1115.0,77.03
19.33333,2.828510046005249,681.0,72.44
19.35,3.053570032119751,522.0,73.35
19.36667,2.6882901191711426,492.0,76.81
19.38333,1.0413000583648682,1271.0,77.89
19.4,0.6180300116539001,1194.0,80.46
19.41667,1.045740008354187,1616.0,77.37
19.43333,0.8934100270271301,1344.0,78.59
19.45,0.4479300081729889,1410.0,76.41
19.46667,0.965470016002655,1491.0,76.71
19.48333,0.7442100048065186,1540.0,76.62
19.5,0.2691200077533722,1403.0,74.94
19.51667,0.28481999039649963,1084.0,76.25
19.53333,0.8155800104141235,902.0,76.99
19.55,1.0795799493789673,676.0,76.23
19.56667,1.2230600118637085,659.0,75.62
19.58333,1.1439100503921509,567.0,77.04
19.6,1.3562500476837158,548.0,78.77
19.61667,1.1723500490188599,601.0,76.98
19.63333,1.3623299598693848,618.0,77.13
19.65,0.4696199893951416,719.0,75.89
19.66667,-0.15223999321460724,379.0,74.7
19.68333,-0.35058000683784485,118.0,75.64
19.7,0.0817599967122078,121.0,76.02
19.71667,0.3217099905014038,260.0,75.83
19.73333,0.572350025177002,149.0,77.93
19.75,0.5632399916648865,120.0,79.75
19.76667,0.5730900168418884,1014.0,55.87
19.78333,0.9660199880599976,1916.0,48.25
19.8,-0.16249999403953552,2220.0,60.51
19.81667,0.003710000077262521,794.0,57.97
19.83333,0.16508999466896057,847.0,nan
19.85,0.28745999932289124,1522.0,55.51
19.86667,0.15374000370502472,879.0,55.66
19.88333,0.46862998604774475,1267.0,47.79
19.9,0.4607999920845032,1278.0,49.29
19.91667,-0.2727999985218048,1239.0,55.95
19.93333,-1.187019944190979,1022.0,60.34
19.95,-1.0084999799728394,1736.0,56.21
19.96667,-0.2062000036239624,839.0,60.75
19.98333,0.5028300285339355,1066.0,55.05
20.0,1.48812997341156,977.0,58.47
20.01667,2.469909906387329,1464.0,57.2
20.03333,3.6308300495147705,909.0,56.39
20.05,3.2921299934387207,650.0,58.34
20.06667,3.389820098876953,658.0,57.58
20.08333,1.6160399913787842,954.0,58.37
20.1,0.22928999364376068,955.0,55.75
20.11667,-0.6392800211906433,937.0,57.02
20.13333,-1.3022899627685547,1060.0,54.82
20.15,-2.5897600650787354,1305.0,54.78
20.16667,-3.720400094985962,1035.0,53.96
20.18333,-3.602289915084839,1217.0,54.28
20.2,-3.5248100757598877,1378.0,52.71
20.21667,-1.5501099824905396,1912.0,35.45
20.23333,-0.38975000381469727,1360.0,49.35
20.25,-0.7577400207519531,1559.0,48.77
20.26667,-1.2040499448776245,253.0,67.61
20.28333,-1.7632700204849243,583.0,71.54
20.3,-2.367919921875,457.0,67.6
20.31667,-2.1731200218200684,400.0,64.27
20.33333,-1.8467899560928345,332.0,65.59
20.35,-1.2110899686813354,472.0,67.52
20.36667,-1.0978000164031982,471.0,71.22
20.38333,-1.4184600114822388,687.0,66.2
20.4,-1.440019965171814,417.0,65.53
20.41667,-1.691849946975708,300.0,69.91
20.43333,-1.1981699466705322,301.0,67.28
20.45,-1.0566699504852295,446.0,66.25
20.46667,-1.5181699991226196,346.0,64.21
20.48333,-0.9038299918174744,215.0,68.18
20.5,-0.995199978351593,367.0,70.03
20.51667,-1.1891499757766724,264.0,72.35
20.53333,-1.3196699619293213,239.0,72.28
20.55,-1.0272300243377686,447.0,65.23
20.56667,-1.557420015335083,283.0,69.01
20.58333,-1.3426799774169922,337.0,71.23
20.6,-1.3954099416732788,712.0,69.69
20.61667,-1.4416199922561646,578.0,67.07
20.63333,-2.0879199504852295,468.0,73.29
20.65,-2.1124699115753174,1111.0,71.82
20.66667,-2.461469888687134,1406.0,69.75
20.68333,-3.9907898902893066,404.0,75.58
20.7,-4.094399929046631,879.0,74.29
20.71667,-4.5800299644470215,731.0,66.28
20.73333,-0.5159000158309937,2171.0,46.78
20.75,-0.8522499799728394,2317.0,45.53
20.76667,-4.5962300300598145,417.0,63.19
20.78333,-4.633959770202637,1332.0,65.74
20.8,-4.159130096435547,1249.0,70.9
20.81667,-3.440200090408325,612.0,75.69
20.83333,-2.4400999546051025,860.0,78.93
